Name,Potential,Value,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Composure,Marking
A. Weimann,72,3400,177.8,168,54,69,68,68,59,68,68,64,43,70,85,82,73,71,61,74,59,81,62,67,76,49,73,60,40
C. Trimmel,72,2000,187.96,179,74,60,64,69,56,68,57,42,62,67,74,86,70,72,55,61,54,88,80,56,75,59,65,62,70
C. Jullien,76,3400,195.58,194,37,51,80,59,28,45,29,36,61,69,62,64,62,68,51,46,75,74,87,32,68,68,50,65,68
M. Vrančić,72,3000,187.96,172,68,64,52,74,71,68,74,72,75,74,53,58,75,70,69,76,53,69,72,69,66,58,65,70,55
X. Schlager,83,5500,175.26,161,59,55,44,71,55,72,67,60,70,74,84,77,83,76,74,73,54,80,69,69,74,67,72,66,60
S. Hutchinson,72,2500,182.88,161,65,51,66,71,40,62,49,56,71,67,64,67,61,70,63,57,75,57,72,53,92,74,48,68,73
S. Uçan,77,4100,182.88,143,69,68,68,74,66,71,74,73,71,72,74,71,76,72,71,71,60,66,52,69,67,68,69,66,62
Jorge Miramón,72,2400,175.26,163,73,58,72,73,54,67,66,64,70,70,73,71,67,65,72,61,60,78,75,53,52,65,61,66,67
A. Murgia,78,4200,185.42,172,56,60,70,75,58,69,55,55,72,74,52,51,54,74,57,69,54,51,68,69,58,74,72,62,68
K. Zohore,77,4200,193.04,212,38,71,70,57,68,67,49,58,38,69,54,74,51,71,33,79,34,69,87,61,71,37,73,67,17
L. Ceppitelli,73,2800,187.96,183,22,35,72,50,37,25,31,18,45,50,52,61,55,57,55,40,80,59,85,25,68,72,22,65,73
C. Mulgrew,72,1800,190.5,183,70,50,73,69,60,65,83,80,71,69,53,51,63,67,44,74,58,71,81,72,68,69,50,71,70
J. Carrizo,72,1300,187.96,192,12,10,12,33,11,13,11,13,32,24,59,48,56,68,60,23,68,31,65,11,25,20,15,52,18
F. Peluso,72,875,187.96,181,70,41,77,62,31,59,69,47,62,60,54,55,56,73,47,65,71,65,77,57,67,80,50,71,75
F. Pisacane,72,1800,177.8,170,60,20,62,60,14,61,28,25,50,60,69,69,67,74,67,32,88,60,71,32,75,71,49,66,73
A. Federici,72,1600,187.96,198,19,18,18,28,19,19,27,21,25,27,44,46,50,72,42,17,72,38,70,14,44,22,16,61,27
A. Tettey,72,1800,180.34,150,60,56,62,72,62,59,55,51,64,63,64,68,70,68,74,85,74,79,79,68,83,75,54,66,75
G. Hanley,74,3100,187.96,179,44,30,71,57,32,40,33,35,56,43,55,63,48,61,52,40,82,52,78,36,80,71,33,71,74
R. white,72,210,187.96,203,19,12,15,26,12,14,16,13,14,15,46,32,47,70,40,22,68,26,59,11,26,20,13,49,14
R. Woods,77,3500,172.72,154,65,49,48,73,57,73,63,55,77,75,75,69,87,68,87,61,83,90,67,60,74,68,58,67,67
T. Carroll,74,3700,177.8,146,68,57,46,80,58,64,66,65,74,76,67,65,78,72,74,59,45,75,42,58,47,57,65,68,60
R. Elliot,72,1800,190.5,207,16,11,13,28,13,15,16,12,31,22,47,48,54,67,42,11,52,32,71,12,12,22,12,52,15
S. Byram,75,3300,182.88,159,70,59,66,70,43,72,55,33,65,72,74,70,73,74,70,66,77,70,67,60,68,68,65,70,70
M. Cauteruccio,72,2800,180.34,168,55,68,72,67,68,71,69,69,60,72,64,69,74,71,63,74,78,69,74,68,61,42,75,74,18
Y. Cahuzac,72,1300,177.8,154,52,43,66,72,37,56,56,45,67,66,45,51,65,68,70,54,69,83,70,44,88,72,59,68,66
S. Downing,72,1900,180.34,141,75,65,62,73,70,68,80,72,74,75,66,66,72,70,73,74,42,71,63,72,36,42,70,68,47
S. Berahino,76,3200,180.34,181,47,71,66,62,67,72,62,61,55,72,75,72,64,67,71,74,55,64,68,67,43,33,73,67,20
M. Pektemek,71,2400,182.88,159,67,73,72,65,66,72,69,61,63,72,71,74,69,74,68,68,83,80,64,67,74,55,72,63,41
E. Fernandes,79,3500,190.5,154,57,62,45,74,56,73,57,51,70,71,72,78,66,60,56,73,56,74,69,70,60,42,65,63,52
A. Gunn,83,3300,195.58,170,14,15,14,32,19,20,20,15,41,27,48,49,40,65,42,24,64,31,64,17,28,22,14,54,20
A. Kamara,76,3200,177.8,179,41,68,68,66,60,67,48,43,39,64,78,87,68,64,76,75,70,65,79,61,78,13,74,57,37
Tobias Figueiredo,75,2600,187.96,185,34,22,71,57,22,54,24,29,55,55,55,62,48,65,48,60,77,61,83,21,89,65,25,63,70
R. Kent,82,4100,172.72,143,68,62,36,69,36,77,61,32,61,72,89,89,91,61,83,58,51,65,54,61,41,22,62,67,25
G. Friend,71,1700,187.96,183,65,52,67,65,33,71,66,53,60,69,66,66,69,65,55,64,70,82,76,57,61,71,65,57,71
S. Aydoğdu,71,2400,180.34,159,54,58,63,74,58,76,79,75,70,75,66,67,67,68,69,67,63,65,62,69,54,62,68,65,51
V. Aguilera,71,1800,187.96,194,37,40,71,60,33,52,59,69,57,60,45,59,33,67,32,67,55,67,81,56,65,70,55,58,71
Lyanco,80,3200,187.96,165,35,33,69,67,34,45,33,27,52,57,55,65,57,61,44,43,68,55,77,27,75,68,31,62,70
O. Hawsawi,71,1400,185.42,168,26,20,68,68,21,41,30,26,48,48,68,70,70,71,49,40,80,74,86,32,76,72,45,61,61
L. Siligardi,71,2200,180.34,159,70,63,46,69,69,75,71,68,65,75,78,77,82,65,88,73,34,73,67,74,39,23,66,65,54
J. Paterson,72,2800,175.26,148,70,67,57,67,57,71,67,67,63,70,84,78,87,66,77,66,72,67,41,70,27,34,65,66,37
J. Garner,71,2300,177.8,161,49,71,78,60,70,64,49,43,58,65,73,68,74,66,76,69,93,76,76,66,94,36,73,68,46
K. Bonifazi,79,3000,187.96,187,34,30,61,56,36,46,29,34,36,59,59,56,49,65,65,43,72,53,74,30,70,72,33,65,68
D. Fletcher,71,1200,182.88,183,73,59,78,73,62,63,70,56,73,74,44,44,53,72,61,76,67,63,72,69,75,71,57,79,74
A. Gogia,72,2800,177.8,159,66,68,41,67,67,73,76,65,56,75,79,72,89,65,86,70,70,74,58,73,45,28,67,66,31
D. Nugent,71,1500,180.34,168,56,70,68,61,71,66,62,52,45,74,74,65,79,70,64,70,72,72,72,68,34,35,71,72,39
O. Hernández,74,3000,172.72,168,65,68,44,64,54,76,51,52,49,73,90,84,83,66,86,70,62,74,75,65,68,17,67,68,40
A. Sagal,76,3200,177.8,170,66,76,66,66,55,65,56,37,59,66,76,77,72,63,64,73,63,84,76,62,54,61,71,68,36
I. Sacko,81,3900,182.88,154,60,70,68,67,65,71,51,55,55,70,79,81,84,61,71,74,60,60,62,69,47,34,69,68,30
J. Hayes,71,2200,172.72,161,73,63,30,68,50,74,62,62,60,70,85,89,91,58,91,71,83,76,61,68,52,47,57,69,63
D. Guerrero,71,1800,175.26,157,63,41,63,70,43,70,72,44,71,71,47,43,56,67,66,61,62,76,72,52,78,70,38,66,68
W. Routledge,71,1400,170.18,170,72,64,34,72,71,73,61,28,70,73,70,69,77,71,87,68,71,53,63,55,36,39,68,69,43
C. Paterson,77,3200,187.96,168,70,70,78,68,68,66,48,32,68,67,72,79,66,77,59,72,93,91,83,63,85,66,74,58,67
Heitor Gesse,71,675,177.8,152,72,48,58,71,55,61,67,61,58,64,74,81,62,72,74,67,62,73,51,55,72,71,61,74,78
R. Gestede,71,2400,193.04,190,39,69,83,59,66,65,50,60,50,70,52,66,56,62,52,72,82,65,90,68,73,36,71,56,25
E. Kachunga,72,2800,177.8,163,66,70,72,66,68,72,66,46,54,71,78,79,71,71,73,72,78,76,70,66,67,25,71,69,35
Alam Araújo,71,2000,177.8,172,71,55,69,71,44,71,61,66,71,62,75,77,71,61,74,51,58,70,66,44,55,64,55,63,77
P. Škuletić,71,2400,193.04,196,41,75,79,58,51,52,52,32,31,68,67,67,40,57,47,74,54,67,85,72,60,28,74,66,45
M. Lustig,71,1600,187.96,172,66,48,75,72,59,66,65,40,68,71,50,54,54,68,53,65,81,75,76,60,68,73,44,73,75
J. Rhodes,71,2400,185.42,157,56,74,75,52,73,59,46,32,40,66,60,66,65,73,66,70,76,77,74,61,36,42,78,76,35
D. Williams,71,2300,182.88,176,66,66,69,71,68,76,54,48,67,68,74,68,71,73,68,78,80,89,73,68,86,69,67,68,69
N. González,83,4300,180.34,148,65,73,60,62,48,77,56,42,50,74,79,79,77,68,74,70,67,69,59,52,54,35,74,73,25
Somália,71,2300,180.34,161,70,65,45,71,65,71,67,49,67,68,76,83,72,73,67,72,54,82,73,70,75,70,69,73,38
Y. El Ghanassy,71,2500,172.72,161,66,61,44,68,64,80,71,66,65,75,74,76,85,68,77,70,50,51,59,73,49,31,63,76,18
J. Larsson,71,1900,180.34,165,68,61,58,69,57,65,69,70,67,65,80,81,79,71,77,71,72,91,71,68,71,69,66,67,57
G. Dorrans,71,2000,177.8,172,70,62,61,74,62,69,72,67,71,72,60,59,69,69,71,73,67,69,66,73,64,63,65,77,53
Tiago Pombeira,71,2200,172.72,143,62,61,39,70,60,74,73,71,63,70,80,76,82,69,84,68,49,60,50,66,37,36,66,63,27
F. Wiedwald,71,1700,190.5,181,9,11,8,41,15,14,7,13,32,32,38,41,43,73,45,23,68,44,78,12,35,15,10,63,13
N. Ghilas,71,2400,182.88,187,60,70,65,64,77,70,66,52,50,72,68,72,59,66,59,77,66,34,83,62,78,42,68,80,28
B. McKay,78,3300,175.26,148,65,64,37,69,47,72,63,65,65,70,89,87,91,64,87,60,58,65,30,69,38,49,66,55,33
J. Bostock,74,2500,187.96,185,69,71,61,74,68,71,68,75,76,72,66,65,71,67,68,75,75,77,78,71,72,64,66,68,55
R. Hassan,71,2500,172.72,141,66,61,61,66,58,75,58,40,60,71,82,85,84,64,81,73,84,71,52,64,80,55,69,66,58
C. Jerome,71,2100,185.42,187,44,70,72,56,68,63,66,55,39,66,68,75,64,68,62,79,84,77,82,63,74,42,68,66,42
E. Muñoz,73,2300,185.42,172,30,19,74,60,18,38,29,30,55,54,43,44,41,65,37,57,79,67,78,31,78,69,21,62,55
Felipe,71,1600,193.04,198,43,26,71,62,30,52,33,31,62,63,34,45,49,66,35,76,70,31,86,58,82,62,26,66,70
M. Dijks,74,2400,193.04,207,64,30,62,66,39,66,64,42,69,67,63,73,48,70,35,61,32,77,92,36,78,70,59,70,70
M. Bourabia,72,2700,182.88,161,58,53,58,77,57,72,53,72,75,72,66,66,68,70,60,72,52,69,66,71,58,58,60,68,63
G. Sandoval,80,3600,170.18,146,70,60,50,71,55,73,70,60,62,67,82,80,83,69,84,65,62,71,57,62,42,55,66,65,56
J. Quiñones,81,3900,177.8,168,55,75,67,66,42,71,59,42,57,70,85,86,80,66,68,66,65,60,68,61,61,23,70,67,25
F. Avenatti,73,2900,195.58,190,30,74,71,55,57,70,48,30,36,69,55,67,34,68,33,69,79,62,88,54,44,16,74,70,20
M. Henriksen,74,2900,187.96,176,67,69,70,70,67,67,47,56,68,72,62,67,62,74,55,76,76,81,74,72,69,66,65,73,65
J. Cornejo,71,2000,177.8,172,68,48,70,67,47,67,72,72,63,64,74,80,79,69,54,74,69,71,78,57,54,69,63,61,64
J. McClean,71,2300,180.34,154,73,66,67,68,59,74,68,66,65,72,76,77,75,70,73,70,68,78,69,62,88,51,70,65,62
A. Guédioura,71,1800,177.8,179,61,60,62,73,71,75,35,55,77,72,66,65,64,67,66,83,74,61,77,73,77,66,58,69,64
J. Šimunović,76,2700,190.5,187,24,19,70,62,31,56,24,25,56,60,63,68,55,60,64,42,70,65,80,26,82,69,30,52,67
J. Marriott,78,3400,172.72,157,38,76,61,61,63,61,42,33,36,63,88,83,82,70,83,68,82,77,68,63,51,22,74,77,20
Ji Dong Won,71,2500,187.96,179,54,69,78,64,60,74,67,62,54,71,68,74,70,71,66,73,78,69,73,68,69,49,69,72,38
C. Pantilimon,71,1400,203.2,212,19,11,16,38,13,15,15,12,36,22,48,42,33,66,22,14,34,31,78,15,40,27,12,65,16
H. Dean,73,2400,190.5,165,17,25,71,64,23,44,26,32,61,59,58,51,57,62,55,60,83,65,80,30,78,66,32,68,71
C. Bryson,71,2000,170.18,132,55,65,52,73,60,65,67,63,67,71,68,65,77,73,90,72,74,82,59,68,67,70,70,74,67
D. Kaiser,71,2300,170.18,148,75,68,43,72,70,68,78,77,68,72,65,52,77,74,87,77,74,76,58,69,72,65,73,66,50
A. Nwakaeme,71,2300,185.42,176,56,73,66,68,61,77,47,29,58,69,79,83,76,66,61,78,71,69,79,69,49,13,73,70,27
H. González,72,1800,185.42,181,11,11,22,36,15,16,25,13,23,19,32,34,47,60,41,37,59,45,73,14,27,19,11,52,15
C. Wickham,75,3100,190.5,198,62,74,75,62,62,67,53,67,57,70,53,58,54,72,52,76,67,57,81,67,72,18,68,65,29
J. Obita,75,2600,180.34,163,74,59,58,69,65,67,76,69,70,71,78,78,78,69,72,68,67,67,61,65,68,65,64,68,70
L. Capezzi,79,3400,177.8,159,63,56,60,76,46,64,69,57,74,72,50,52,69,68,75,66,62,69,54,59,70,63,68,72,58
J. Plašil,71,750,182.88,157,70,56,63,77,64,69,74,74,75,76,37,36,64,76,69,53,61,34,54,54,63,67,61,73,68
T. Darikwa,72,2300,187.96,170,63,47,52,65,39,69,57,43,54,66,88,91,75,56,61,49,60,85,74,44,69,69,66,68,67
A. Forshaw,72,2700,175.26,157,68,58,47,76,57,71,67,67,72,74,67,64,76,64,71,66,33,72,58,64,67,57,68,75,52
K. Lee,71,2200,177.8,168,67,65,59,74,60,68,63,27,68,72,70,69,65,67,77,53,72,81,60,50,58,64,69,68,60
Bruno Alves,71,325,187.96,179,65,60,74,62,58,64,75,78,71,63,46,38,66,63,61,81,88,64,88,76,88,63,50,78,61
O. McBurnie,80,3700,190.5,170,40,73,71,65,58,70,42,31,37,68,64,72,61,68,65,73,69,74,80,57,60,28,72,63,32
J. Onomah,83,4200,185.42,183,53,59,45,74,52,73,54,49,68,73,75,74,72,65,73,62,57,68,68,59,45,46,68,62,60
Cucurella,82,3400,172.72,152,74,51,57,72,39,71,66,48,66,74,82,85,74,69,78,57,71,88,60,48,70,63,67,64,65
M. Albornoz,71,2000,180.34,176,77,36,59,74,60,75,80,69,70,73,74,67,73,70,76,69,66,75,67,67,78,63,58,71,70
A. Nukan,78,2800,195.58,190,39,29,75,64,29,57,37,39,68,59,34,38,36,69,31,68,65,34,90,24,76,65,37,54,64
Martin Cordeia,71,1200,180.34,168,74,64,30,74,70,67,78,72,75,75,51,53,68,71,60,79,50,72,76,76,40,45,66,78,34
T. Hubočan,71,1400,182.88,154,59,45,70,63,52,50,38,32,57,56,65,53,74,63,70,67,83,76,77,57,75,66,42,73,69
Marlion Rolim,71,2500,175.26,154,58,70,54,68,59,64,62,41,65,73,62,71,72,75,78,58,44,52,54,68,60,65,74,76,34
D. Burn,73,2400,198.12,192,43,25,73,59,22,47,48,46,60,53,42,44,31,65,26,53,55,63,89,29,72,67,37,62,72
O. Aina,80,3200,182.88,181,68,33,64,66,44,72,45,37,53,69,85,79,67,66,75,49,73,71,77,48,65,72,60,62,65
J. Sánchez,71,1900,167.64,150,72,52,60,70,58,72,60,52,65,71,83,82,81,60,83,65,74,69,57,57,70,66,63,55,69
B. Marshall,71,2500,180.34,183,75,66,63,67,57,71,73,77,72,72,75,74,71,64,67,74,63,64,62,73,48,57,67,66,62
N. Mendez-Laing,72,2800,180.34,165,66,65,53,63,51,77,59,49,57,72,85,85,72,67,70,67,62,74,71,65,40,46,65,61,21
M. Gajić,75,2600,177.8,165,72,61,54,70,54,70,64,47,60,69,66,69,63,70,69,60,51,69,66,56,83,70,66,66,71
P. Köpke,79,3500,177.8,165,65,70,68,67,67,69,59,46,49,71,84,75,76,66,79,76,78,75,65,66,45,23,71,59,52
K. McLean,73,2800,182.88,154,54,66,59,72,56,73,63,68,75,73,75,75,76,69,61,78,73,78,72,66,56,51,68,74,62
M. Olsson,71,1700,177.8,179,70,55,60,66,65,68,66,53,65,70,77,82,72,71,64,75,73,77,72,64,74,63,66,72,71
B. Wright,74,2500,182.88,174,55,39,70,60,22,53,36,27,44,63,64,63,60,65,63,46,80,70,79,36,80,68,39,64,69
J. Bednarek,80,3200,187.96,170,44,19,73,67,20,40,23,26,47,55,57,68,56,65,61,25,72,63,77,23,67,66,26,59,69
O. Jiménez,71,1600,182.88,176,14,13,19,25,12,15,13,25,31,24,33,33,30,60,50,17,71,17,76,13,13,22,14,52,15
M. Gobbi,71,270,182.88,168,79,44,68,71,55,68,76,45,71,69,47,63,60,69,65,75,67,53,69,70,71,75,60,79,65
R. Insigne,75,3100,172.72,143,72,62,63,73,59,72,66,67,70,71,81,85,82,66,83,59,51,56,35,64,28,18,67,71,27
B. Sako,71,2200,182.88,198,77,68,60,63,63,73,74,74,61,69,75,75,67,67,67,77,59,70,81,78,75,40,72,69,35
S. Malone,72,2200,187.96,165,70,57,57,67,54,70,40,63,64,68,69,77,70,71,65,69,71,75,70,65,65,71,64,63,67
G. Berardi,71,1800,177.8,159,61,26,57,64,36,60,54,42,57,60,77,74,71,70,70,60,84,82,71,45,90,72,56,69,71
H. Reed,78,2800,175.26,159,59,50,46,74,40,64,62,61,66,67,65,59,73,60,85,65,59,74,61,61,81,71,55,70,71
J. Boga,81,3800,175.26,159,67,63,59,65,59,79,73,64,60,73,79,79,81,66,78,80,63,58,69,72,56,41,71,60,24
D. Contento,71,1900,177.8,165,71,29,66,70,39,70,63,40,66,70,67,69,67,70,69,69,66,69,65,58,75,69,55,70,70
S. Padoin,71,675,177.8,161,73,51,68,75,63,74,73,68,72,75,68,68,69,68,79,74,69,59,65,73,70,70,72,73,70
D. Foulquier,76,2600,182.88,172,69,50,60,67,45,78,58,40,59,69,70,78,64,64,63,59,70,65,76,49,67,70,65,64,65
M. Colin,72,2300,180.34,168,69,20,64,64,35,68,70,39,66,70,75,76,73,68,68,60,91,77,71,26,73,68,58,65,69
F. Jozefzoon,71,2500,175.26,159,69,62,35,63,59,74,65,42,61,70,90,91,84,69,81,63,61,67,64,52,41,61,67,53,25
O. Bayram,72,2300,172.72,161,73,63,50,69,60,75,76,73,54,74,83,84,81,67,79,74,82,68,63,71,52,68,72,63,64
J. Irvine,75,3100,187.96,154,61,70,73,69,58,67,60,63,65,71,75,68,62,74,66,72,82,81,80,66,75,69,71,71,68
A. El Said,71,1800,175.26,165,63,68,64,72,57,71,65,76,69,74,74,69,79,66,78,78,54,68,56,73,43,42,64,74,39
A. Yiadom,72,2300,180.34,165,65,50,53,62,41,72,56,42,55,67,83,85,73,68,66,55,69,77,65,49,55,71,60,51,65
M. Pugh,71,2100,180.34,159,69,68,66,69,49,75,60,69,59,74,71,62,73,69,66,67,62,70,64,66,60,37,72,71,55
S. McTominay,81,3800,193.04,194,66,58,72,75,53,65,50,34,69,73,62,65,61,67,51,71,66,71,78,61,72,73,61,74,68
F. Navarro,71,1800,165.1,137,68,50,43,67,39,66,60,57,63,68,85,85,79,62,87,68,89,81,56,67,61,69,65,70,64
R. Bajić,76,3200,187.96,176,45,74,72,64,62,66,65,68,40,72,66,62,69,60,42,72,44,67,80,58,30,18,76,68,19
M. Le Bihan,71,2400,182.88,176,56,75,70,55,67,71,50,59,54,71,66,59,68,69,64,70,78,55,78,60,67,56,77,67,45
André Moreira,80,2800,193.04,185,14,15,12,24,12,12,17,15,25,17,47,49,35,64,45,22,51,42,73,17,27,19,13,51,17
Raphael Rossi,72,2200,187.96,185,38,37,79,58,33,46,37,22,42,52,55,47,52,70,48,33,76,56,88,35,75,72,39,68,55
N. Kebano,72,2800,170.18,143,67,70,52,67,70,73,70,71,61,74,85,76,80,66,80,65,68,63,53,62,49,38,68,71,43
Y. Barbet,74,2400,187.96,179,66,36,71,67,51,63,65,75,73,67,67,73,61,68,54,68,64,70,76,58,71,70,55,66,70
Wagner Orsinho,71,1700,175.26,152,73,52,59,73,54,61,62,48,71,64,82,79,62,71,74,59,66,67,62,62,61,64,60,70,70
Evandro,71,2100,177.8,159,71,63,62,74,67,70,69,69,69,74,69,65,75,68,80,69,64,54,65,68,70,61,65,75,58
P. Faragò,73,2900,187.96,176,69,60,51,74,37,70,50,40,74,74,69,66,55,70,55,65,65,75,69,49,66,65,69,71,70
C. Adjapong,81,3800,180.34,163,74,51,64,70,40,75,44,39,65,77,75,66,69,74,66,50,65,56,55,52,73,71,74,71,69
J. Walters,71,1200,182.88,174,73,72,74,71,66,70,64,56,63,71,56,53,65,74,67,74,73,52,72,69,80,57,72,73,37
Luisinho Conradi,71,1700,175.26,172,72,54,52,66,59,75,74,51,68,76,77,68,72,72,72,62,68,76,70,53,62,59,68,65,77
P. Bamford,76,3200,185.42,157,58,72,67,67,58,70,67,59,60,74,73,72,70,67,62,68,62,73,66,62,56,54,73,69,28
R. López,76,2600,185.42,163,79,54,66,72,60,72,75,76,70,68,75,78,68,62,53,74,59,80,70,74,51,64,68,61,59
J. Léa Siliki,81,3800,182.88,154,64,68,64,75,72,73,70,58,69,74,71,65,71,68,56,74,50,72,67,74,65,66,63,64,71
M. Hector,74,2500,193.04,181,35,40,73,62,31,60,32,30,58,59,57,70,54,63,44,68,67,66,79,44,79,68,49,61,67
S. Andersson,72,2800,190.5,187,28,73,79,60,65,59,38,42,31,58,66,76,57,69,55,69,62,77,78,53,71,22,76,61,19
Z. Kuzmanović,71,2200,185.42,176,63,58,67,70,58,64,65,68,74,71,37,34,52,70,59,78,68,62,78,75,68,72,60,65,72
D. Bentley,76,2300,187.96,159,18,11,11,44,13,17,12,12,23,30,46,43,51,63,41,38,74,31,68,13,24,22,12,55,30
Adryan,77,3200,175.26,154,62,62,44,69,60,76,73,71,68,75,78,76,82,66,76,62,61,67,60,63,39,38,66,68,50
M. Guendouzi,84,4000,185.42,150,67,56,64,74,49,69,68,55,75,68,66,60,64,67,65,69,66,69,63,65,73,71,51,73,62
A. King,71,2300,182.88,174,59,68,73,72,67,69,64,59,67,69,66,62,69,71,60,72,75,71,73,69,63,69,72,69,68
L. Lacroix,76,2600,198.12,203,52,35,73,68,38,52,55,50,66,60,35,34,34,63,32,63,65,74,88,51,62,66,37,67,67
V. Verre,76,3100,180.34,154,57,51,53,75,58,70,57,63,68,73,70,67,73,76,75,73,49,72,66,68,59,58,65,69,50
R. Herrera,71,1800,187.96,183,36,35,67,59,37,47,40,37,50,43,66,68,45,63,41,43,60,55,88,39,78,68,32,59,70
Bremer,80,3200,182.88,176,34,35,75,66,33,55,28,20,54,60,64,67,62,68,59,49,75,60,78,21,72,70,28,64,68
Jonas,72,2300,185.42,181,46,35,56,74,39,54,48,49,58,60,60,61,54,75,61,73,70,72,74,67,87,77,37,59,70
R. Baca,71,2400,170.18,143,63,57,53,72,54,68,66,58,70,70,77,79,71,72,75,61,52,89,64,50,60,71,64,75,43
Ivo Pinto,71,1900,182.88,154,68,38,57,66,44,68,59,55,61,65,81,83,75,70,63,61,67,76,70,49,69,66,62,64,68
O. Zinchenko,81,3300,175.26,141,79,59,59,77,60,76,78,74,76,76,73,64,77,73,79,76,66,69,52,70,67,70,69,67,68
Joel Pereira,82,3200,187.96,154,10,12,11,36,7,11,9,11,20,20,43,43,34,68,44,12,54,34,56,11,22,20,14,54,13
C. Martina,71,1900,185.42,170,74,45,66,65,44,62,65,45,60,64,62,65,67,72,59,61,87,76,71,60,71,71,58,65,68
G. Thorne,75,2600,187.96,185,59,59,62,74,62,64,56,51,74,68,54,55,57,72,61,67,64,65,76,65,66,66,55,73,68
M. Al Owais,73,2000,187.96,174,14,20,20,25,12,14,16,16,23,17,41,49,37,68,61,18,74,35,62,12,17,24,10,57,13
S. Palacios,72,2800,170.18,152,62,66,53,65,62,74,62,45,60,68,88,89,92,68,88,73,73,71,60,65,65,47,70,70,19
D. Benlamri,71,1900,185.42,183,45,24,72,69,23,44,25,27,64,58,56,64,51,63,55,36,78,69,91,27,68,63,36,67,71
N. Katić,83,3800,193.04,176,29,27,69,60,26,56,27,26,56,61,73,72,57,63,56,43,76,68,78,37,77,68,28,67,67
N. Bitton,72,2300,193.04,185,50,35,68,72,40,67,43,48,72,69,45,58,50,60,50,72,62,72,78,64,70,71,48,76,67
A. Ateef,74,2500,175.26,139,68,45,47,75,34,58,55,53,77,75,53,45,62,69,54,49,72,69,65,51,58,69,74,76,70
E. García,71,1900,170.18,146,66,41,56,65,41,69,64,58,60,69,75,75,88,61,81,67,75,89,56,67,56,82,53,66,65
R. Sawyers,72,2800,185.42,148,54,58,53,76,62,68,65,51,73,74,70,71,82,64,80,68,46,66,70,66,34,42,62,73,42
C. Cisneros,74,3000,175.26,163,72,65,56,62,59,73,65,49,56,74,79,76,77,68,75,72,64,70,67,75,44,42,69,59,54
J. Brownhill,79,3400,177.8,152,65,62,64,69,50,68,63,69,67,71,70,75,70,70,71,77,74,88,69,70,70,67,70,69,63
T. Hemed,71,2100,185.42,176,45,72,77,61,73,63,52,54,44,73,43,53,61,74,56,76,76,59,77,66,74,34,74,65,27
K. Sema,73,2900,180.34,152,66,59,34,68,61,76,67,72,59,73,77,81,70,68,82,77,50,72,78,68,63,40,63,62,36
A. Maitland-Niles,84,4500,177.8,157,64,56,38,74,44,73,60,36,69,72,82,85,76,69,70,65,55,69,66,62,58,66,66,77,57
M. Dawson,71,725,187.96,168,19,25,75,57,23,17,23,11,66,59,31,28,44,67,50,62,66,50,78,21,76,67,35,70,75
Cristian López,71,2400,185.42,176,38,72,73,58,56,66,49,41,31,71,79,74,68,68,58,69,77,80,77,57,79,36,73,64,18
Sebas Coris,74,3000,182.88,159,72,67,55,70,47,71,39,35,68,70,79,79,72,66,49,50,59,72,65,61,33,63,62,60,45
J. Böðvarsson,72,2200,190.5,187,59,68,68,63,63,67,63,56,61,72,68,76,62,69,61,65,66,82,80,63,54,22,71,62,37
A. Pešić,73,2200,190.5,176,58,67,70,71,68,67,56,55,49,68,65,51,62,66,44,77,74,71,82,65,73,30,71,71,54
J. Murphy,77,2500,172.72,148,64,65,38,66,55,75,63,48,55,74,83,86,78,61,77,74,46,62,50,65,41,29,69,57,25
R. Gagliolo,70,1400,180.34,165,59,42,66,61,38,48,21,22,55,61,76,77,75,67,78,71,88,76,69,57,70,70,36,69,63
D. Solanke,84,3900,187.96,176,54,71,64,70,65,73,54,42,58,75,67,70,69,63,67,73,67,65,72,57,34,22,67,64,20
Luiz Antônio,70,1500,182.88,170,69,64,70,71,62,71,64,73,65,73,66,70,68,61,71,77,74,76,70,74,74,70,63,66,62
B. Barišić,73,1800,185.42,176,76,45,70,69,37,66,70,31,67,70,73,75,61,59,70,64,69,71,75,42,69,63,63,65,65
O. Kemen,79,2700,177.8,172,55,61,64,73,51,73,52,53,69,72,76,74,73,63,74,74,81,78,78,66,75,68,57,68,60
R. Nelson,85,3700,175.26,157,60,68,39,56,49,79,65,67,50,73,89,90,83,60,74,67,41,55,42,52,42,42,62,57,24
M. Targett,79,2300,182.88,154,73,36,58,66,37,69,63,62,62,70,71,75,69,67,63,34,60,67,67,38,63,67,49,59,70
G. Leadbitter,70,1000,177.8,174,70,64,58,73,55,59,67,68,66,72,53,54,64,64,69,72,81,69,72,70,77,65,64,71,71
J. McEachran,73,2200,177.8,143,69,45,44,76,48,70,65,61,74,75,63,60,81,66,78,41,54,59,49,48,52,66,52,54,60
L. Baker,78,2600,182.88,159,72,66,58,72,71,70,74,73,73,72,67,69,70,67,70,78,57,66,69,72,58,60,64,67,49
D. Fry,83,3100,190.5,159,24,25,70,59,26,46,28,22,46,62,63,66,38,68,68,40,76,65,74,25,65,68,29,70,71
